name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug
Pennsylvania State University-Penn State Mont Alto,56%,"$47,700 USD",11:1,95%,"$20,038 USD",,79.4%,1410,"Mont Alto, Pennsylvania",1410,893,3743,Pennsylvania-State-University-Penn-State-Mont-Alto
Eckerd College,66%,"$40,700 USD",12:1,96%,"$31,902 USD",,71.7%,1657,"Saint Petersburg, Florida",1657,"2,023",837,Eckerd-College
Trinity Lutheran College,86%,"$37,100 USD",15:1,100%,"$16,477 USD",,67.3%,1346,"Everett, Washington",1346,211,4491,Trinity-Lutheran-College
University of North Florida,50%,"$41,100 USD",18:1,80%,"$13,194 USD",,56.6%,1700,"Jacksonville, Florida",1700,"15,675",908,University-of-North-Florida
Rollins College,67%,"$42,700 USD",10:1,85%,"$33,191 USD",,60.4%,1790,"Winter Park, Florida",1790,"3,260",928,Rollins-College
Erskine College,56%,"$37,600 USD",12:1,100%,"$11,986 USD",,64.3%,1470,"Due West, South Carolina",1470,761,3889,Erskine-College
Pennsylvania State University-Penn State Abington,48%,"$47,700 USD",18:1,81%,"$12,351 USD",,82.4%,1435,"Abington, Pennsylvania",1435,"3,966",3744,Pennsylvania-State-University-Penn-State-Abington
Arizona State University-Polytechnic,55%,,18:1,94%,"$12,983 USD",,79.5%,1680,"Mesa, Arizona",1680,"4,078",5753,Arizona-State-University-Polytechnic
Loras College,61%,"$42,000 USD",12:1,100%,"$19,234 USD",,95.0%,1522,"Dubuque, Iowa",1522,"1,528",1472,Loras-College
Monmouth University,61%,"$49,700 USD",14:1,99%,"$29,154 USD",,74.2%,1535,"West Long Branch, New Jersey",1535,"6,394",2602,Monmouth-University
Grace College and Theological Seminary,66%,"$34,900 USD",23:1,98%,"$18,108 USD",,77.4%,1545,"Winona Lake, Indiana",1545,"2,303",1339,Grace-College-and-Theological-Seminary
Western Carolina University,51%,"$35,800 USD",16:1,86%,"$12,680 USD",,40.3%,1515,"Cullowhee, North Carolina",1515,"10,340",3155,Western-Carolina-University
Abilene Christian University,57%,"$40,200 USD",15:1,100%,"$24,594 USD",,49.9%,1575,"Abilene, Texas",1575,"4,544",4069,Abilene-Christian-University
Harding University,62%,"$38,000 USD",16:1,99%,"$17,578 USD",,99.2%,1657,"Searcy, Arkansas",1657,"6,009",174,Harding-University
Fresno Pacific University,54%,"$38,200 USD",13:1,99%,"$16,167 USD",,63.1%,1461,"Fresno, California",1461,"3,342",370,Fresno-Pacific-University
Mount Vernon Nazarene University,60%,"$39,500 USD",13:1,100%,"$19,442 USD",,77.6%,1530,"Mount Vernon, Ohio",1530,"2,131",3322,Mount-Vernon-Nazarene-University
Saint Ambrose University,61%,"$44,900 USD",10:1,99%,"$24,884 USD",,73.0%,,"Davenport, Iowa",,"3,266",1489,Saint-Ambrose-University
Faith Baptist Bible College and Theological Seminary,58%,"$29,800 USD",11:1,100%,"$13,650 USD",,64.2%,1560,"Ankeny, Iowa",1560,269,1447,Faith-Baptist-Bible-College-and-Theological-Seminary
Dordt College,62%,"$38,100 USD",15:1,100%,"$25,189 USD",,69.8%,1675,"Sioux Center, Iowa",1675,"1,458",1441,Dordt-College
Pennsylvania State University-Penn State Berks,56%,"$47,700 USD",17:1,85%,"$20,967 USD",,84.9%,1440,"Reading, Pennsylvania",1440,"2,906",3735,Pennsylvania-State-University-Penn-State-Berks
University of Puget Sound,78%,"$49,400 USD",11:1,100%,"$39,662 USD",,79.2%,1830,"Tacoma, Washington",1830,"2,774",4503,University-of-Puget-Sound
Marywood University,65%,"$36,400 USD",12:1,99%,"$24,055 USD",,70.5%,1525,"Scranton, Pennsylvania",1525,"3,010",3700,Marywood-University
Maryville College,56%,"$34,700 USD",13:1,100%,"$16,860 USD",,66.8%,1485,"Maryville, Tennessee",1485,"1,213",4009,Maryville-College
Colegio Universitario de San Juan,84%,"$22,700 USD",21:1,89%,"$1,444 USD",,90.1%,,"San Juan, Puerto Rico",,"1,430",4688,Colegio-Universitario-de-San-Juan
La Salle University,65%,"$50,900 USD",12:1,99%,"$25,890 USD",,74.9%,1492,"Philadelphia, Pennsylvania",1492,"5,683",3674,La-Salle-University
Saint Mary-of-the-Woods College,60%,"$31,600 USD",6:1,100%,"$17,298 USD",,59.4%,1380,"Saint Mary Of The Woods, Indiana",1380,873,1414,Saint-Mary-of-the-Woods-College
King's College-Wilkes-Barre,66%,"$47,800 USD",12:1,100%,"$25,241 USD",,71.6%,1520,"Wilkes-Barre, Pennsylvania",1520,"2,310",3670,King-s-College-Wilkes-Barre
Hood College,66%,"$42,300 USD",11:1,99%,"$24,373 USD",,78.6%,1540,"Frederick, Maryland",1540,"2,289",1829,Hood-College
University of Jamestown,51%,"$39,600 USD",13:1,100%,"$16,772 USD",,65.0%,1437,"Jamestown, North Dakota",1437,"1,005",3162,University-of-Jamestown
Catawba College,53%,"$37,000 USD",13:1,100%,"$20,359 USD",,31.8%,1450,"Salisbury, North Carolina",1450,"1,275",3042,Catawba-College
University of Houston,48%,"$48,900 USD",21:1,86%,"$14,059 USD",,59.7%,1725,"Houston, Texas",1725,"42,704",4147,University-of-Houston
Concordia University-Portland,55%,"$40,400 USD",17:1,99%,"$21,357 USD",,50.6%,1477,"Portland, Oregon",1477,"7,182",3499,Concordia-University-Portland
Washington State University,65%,"$47,500 USD",15:1,84%,"$17,929 USD",,79.6%,1520,"Pullman, Washington",1520,"29,686",4521,Washington-State-University
The College of Idaho,66%,"$38,000 USD",10:1,100%,"$19,727 USD",,90.4%,1560,"Caldwell, Idaho",1560,"1,065",1110,The-College-of-Idaho
Goucher College,68%,"$46,000 USD",11:1,97%,"$30,662 USD",,77.1%,1740,"Baltimore, Maryland",1740,"2,141",1825,Goucher-College
Mercy College of Ohio,65%,"$43,600 USD",6:1,94%,"$16,744 USD",,52.6%,,"Toledo, Ohio",,"1,243",3311,Mercy-College-of-Ohio
University of Northern Iowa,66%,"$42,000 USD",17:1,82%,"$15,133 USD",,79.5%,1485,"Cedar Falls, Iowa",1485,"11,981",1481,University-of-Northern-Iowa
University of Saint Mary,53%,"$37,200 USD",8:1,99%,"$17,568 USD",,49.0%,1402,"Leavenworth, Kansas",1402,"1,427",1570,University-of-Saint-Mary
Andrews University,60%,"$34,800 USD",9:1,100%,"$23,491 USD",,39.2%,1640,"Berrien Springs, Michigan",1640,"3,366",2024,Andrews-University
Louisiana Tech University,50%,"$40,700 USD",23:1,97%,"$8,905 USD",,63.8%,1650,"Ruston, Louisiana",1650,"12,371",1713,Louisiana-Tech-University
King University,52%,"$38,400 USD",16:1,98%,"$18,504 USD",,44.0%,1451,"Bristol, Tennessee",1451,"2,920",4000,King-University
University of Indianapolis,57%,"$41,400 USD",12:1,97%,"$22,407 USD",,73.4%,1505,"Indianapolis, Indiana",1505,"5,504",1369,University-of-Indianapolis
Albright College,54%,"$45,800 USD",15:1,100%,"$24,971 USD",,49.2%,1545,"Reading, Pennsylvania",1545,"2,267",3560,Albright-College
University of Pittsburgh-Greensburg,53%,"$48,800 USD",18:1,92%,"$16,276 USD",,71.5%,1507,"Greensburg, Pennsylvania",1507,"1,562",3766,University-of-Pittsburgh-Greensburg
University of Minnesota-Duluth,59%,"$44,000 USD",17:1,86%,"$15,653 USD",,76.0%,1590,"Duluth, Minnesota",1590,"10,878",2189,University-of-Minnesota-Duluth
Pennsylvania State University-Penn State Greater Allegheny,47%,"$47,700 USD",11:1,91%,"$15,929 USD",,78.8%,1380,"Mckeesport, Pennsylvania",1380,577,3742,Pennsylvania-State-University-Penn-State-Greater-Allegheny
Drexel University,70%,"$62,600 USD",10:1,100%,"$40,615 USD",,74.7%,1803,"Philadelphia, Pennsylvania",1803,"25,595",3617,Drexel-University
Viterbo University,47%,"$40,200 USD",11:1,100%,"$18,829 USD",,66.2%,1650,"La Crosse, Wisconsin",1650,"2,756",4633,Viterbo-University
Pennsylvania State University-Penn State Hazleton,53%,"$47,700 USD",13:1,94%,"$19,606 USD",,83.9%,1395,"Hazleton, Pennsylvania",1395,831,3740,Pennsylvania-State-University-Penn-State-Hazleton
Texas Lutheran University,52%,"$43,900 USD",14:1,100%,"$19,149 USD",,50.7%,1490,"Seguin, Texas",1490,"1,373",4262,Texas-Lutheran-University
"Anderson University, IN",57%,"$35,600 USD",11:1,100%,"$21,945 USD",,59.6%,1552,"Anderson, Indiana",1552,"2,325",1318,Anderson-University-IN
Brigham Young University-Hawaii,45%,"$41,500 USD",15:1,85%,"$10,695 USD",,35.6%,1597,"Laie, Hawaii",1597,"2,718",4295,Brigham-Young-University-Hawaii
Stephens College,59%,"$33,300 USD",10:1,100%,"$23,075 USD",,67.8%,1590,"Columbia, Missouri",1590,901,2409,Stephens-College
Spring Arbor University,57%,"$38,100 USD",11:1,99%,"$18,634 USD",,68.9%,1668,"Spring Arbor, Michigan",1668,"3,401",2120,Spring-Arbor-University
Westfield State University,59%,"$42,900 USD",17:1,90%,"$15,203 USD",,79.6%,1480,"Westfield, Massachusetts",1480,"6,496",2010,Westfield-State-University
Huntington University,62%,"$34,400 USD",10:1,100%,"$19,305 USD",,83.9%,1495,"Huntington, Indiana",1495,"1,252",1346,Huntington-University
Rowan University,68%,"$49,100 USD",18:1,86%,"$18,129 USD",,71.1%,1580,"Glassboro, New Jersey",1580,"16,155",2585,Rowan-University
Biola University,68%,"$40,500 USD",15:1,95%,"$32,607 USD",,69.9%,1660,"La Mirada, California",1660,"6,227",239,Biola-University
Carlow University,62%,"$39,400 USD",11:1,100%,"$18,817 USD",,80.7%,1440,"Pittsburgh, Pennsylvania",1440,"2,272",3595,Carlow-University
Illinois State University,72%,"$45,500 USD",18:1,83%,"$17,509 USD",,87.7%,,"Normal, Illinois",,"20,760",1202,Illinois-State-University
Mississippi College,53%,"$37,600 USD",15:1,99%,"$16,017 USD",,82.5%,1672,"Clinton, Mississippi",1672,"5,036",2269,Mississippi-College
Talmudic College of Florida,80%,,4:1,78%,"$10,050 USD",,,,"Miami Beach, Florida",,,951,Talmudic-College-of-Florida
Mount Saint Mary's University,66%,"$50,500 USD",13:1,100%,"$28,274 USD",,76.5%,1375,"Los Angeles, California",1375,"3,431",483,Mount-Saint-Mary-s-University
Emmaus Bible College,48%,"$31,000 USD",9:1,100%,"$13,288 USD",,34.7%,1597,"Dubuque, Iowa",1597,247,1445,Emmaus-Bible-College
Trinity Christian College,58%,"$41,700 USD",11:1,98%,"$21,772 USD",,87.7%,1523,"Palos Heights, Illinois",1523,"1,320",1306,Trinity-Christian-College
Lancaster Bible College,69%,"$30,000 USD",14:1,91%,"$21,300 USD",,67.6%,1511,"Lancaster, Pennsylvania",1511,"1,913",3677,Lancaster-Bible-College
Oklahoma Christian University,49%,"$36,900 USD",13:1,99%,"$18,758 USD",,59.1%,1635,"Edmond, Oklahoma",1635,"2,570",3453,Oklahoma-Christian-University
Concordia University-Chicago,54%,"$37,300 USD",15:1,100%,"$18,557 USD",,50.3%,1545,"River Forest, Illinois",1545,"5,239",1161,Concordia-University-Chicago
University of Detroit Mercy,57%,"$45,600 USD",10:1,99%,"$23,223 USD",,72.9%,1585,"Detroit, Michigan",1585,"4,920",2048,University-of-Detroit-Mercy
Ohio University-Main Campus,66%,"$39,600 USD",18:1,92%,"$20,560 USD",,74.4%,1630,"Athens, Ohio",1630,"29,157",3358,Ohio-University-Main-Campus
University of North Carolina at Asheville,60%,"$34,500 USD",14:1,71%,"$13,890 USD",,78.5%,1715,"Asheville, North Carolina",1715,"3,891",3103,University-of-North-Carolina-at-Asheville
Eastern Mennonite University,63%,"$37,500 USD",10:1,98%,"$24,144 USD",,61.7%,1500,"Harrisonburg, Virginia",1500,"1,773",4372,Eastern-Mennonite-University
Vatterott College-Sunset Hills,100%,"$28,300 USD",26:1,94%,"$18,063 USD",,,,"Sunset Hills, Missouri",,,6000,Vatterott-College-Sunset-Hills
University of Kentucky,60%,"$41,900 USD",17:1,94%,"$16,673 USD",,89.1%,1680,"Lexington, Kentucky",1680,"29,727",1619,University-of-Kentucky
Bethany Lutheran College,49%,"$34,200 USD",9:1,99%,"$17,066 USD",,85.3%,1850,"Mankato, Minnesota",1850,524,2146,Bethany-Lutheran-College
Eastern Nazarene College,58%,"$44,900 USD",14:1,100%,"$19,512 USD",,61.3%,1450,"Quincy, Massachusetts",1450,"1,101",1913,Eastern-Nazarene-College
Indiana Wesleyan University-Marion,71%,"$46,300 USD",15:1,93%,"$25,015 USD",,95.2%,1580,"Marion, Indiana",1580,"14,730",1394,Indiana-Wesleyan-University-Marion
Stetson University,64%,"$41,600 USD",13:1,100%,"$24,787 USD",,63.5%,1730,"Deland, Florida",1730,"4,330",945,Stetson-University
Houston Baptist University,44%,"$44,000 USD",16:1,100%,"$20,181 USD",,33.2%,1582,"Houston, Texas",1582,"3,160",4142,Houston-Baptist-University
Robert Morris University,56%,"$43,700 USD",15:1,92%,"$24,289 USD",,77.7%,1545,"Moon Township, Pennsylvania",1545,"5,377",3786,Robert-Morris-University
Olivet Nazarene University,57%,"$38,500 USD",14:1,100%,"$20,437 USD",,76.6%,1560,"Bourbonnais, Illinois",1560,"4,892",1261,Olivet-Nazarene-University
Eastern Illinois University,60%,"$39,900 USD",15:1,94%,"$15,549 USD",,50.2%,,"Charleston, Illinois",,"8,520",1174,Eastern-Illinois-University
The College of Saint Rose,66%,"$42,800 USD",14:1,99%,"$23,643 USD",,81.8%,1540,"Albany, New York",1540,"4,345",2926,The-College-of-Saint-Rose
Academy College,100%,"$38,500 USD",8:1,100%,"$20,811 USD",,,,"Bloomington, Minnesota",,,2136,Academy-College
Kaplan University-Des Moines Campus,100%,"$33,400 USD",21:1,100%,"$17,881 USD",,,,"Urbandale, Iowa",,,5007,Kaplan-University-Des-Moines-Campus
Pacific States University,100%,,10:1,0%,,,,,"Los Angeles, California",,,522,Pacific-States-University
Concordia University-Nebraska,64%,"$36,100 USD",14:1,100%,"$19,144 USD",,77.7%,1515,"Seward, Nebraska",1515,"2,457",2459,Concordia-University-Nebraska
Mercyhurst University,60%,"$39,500 USD",13:1,100%,"$21,577 USD",,80.4%,1560,"Erie, Pennsylvania",1560,"2,828",3703,Mercyhurst-University
Quincy University,50%,"$38,300 USD",14:1,100%,"$17,186 USD",,63.4%,1515,"Quincy, Illinois",1515,"1,293",1267,Quincy-University
Wisconsin Lutheran College,64%,"$38,200 USD",12:1,100%,"$19,748 USD",,91.8%,1586,"Milwaukee, Wisconsin",1586,"1,188",4644,Wisconsin-Lutheran-College
Bellin College,68%,"$54,900 USD",11:1,38%,"$28,058 USD",,69.0%,,"Green Bay, Wisconsin",,371,4587,Bellin-College
Elmira College,63%,"$42,500 USD",12:1,100%,"$24,358 USD",,76.2%,1590,"Elmira, New York",1590,"1,376",2781,Elmira-College
CUNY City College,42%,"$45,800 USD",12:1,88%,"$7,696 USD",,43.0%,1687,"New York, New York",1687,"15,778",2758,CUNY-City-College
The University of Findlay,56%,"$40,800 USD",16:1,100%,"$22,568 USD",,75.9%,1465,"Findlay, Ohio",1465,"5,031",3263,The-University-of-Findlay
Champlain College,57%,"$39,900 USD",14:1,95%,"$34,781 USD",,66.2%,1690,"Burlington, Vermont",1690,"4,006",4328,Champlain-College
Oregon State University,61%,"$46,000 USD",18:1,82%,"$17,706 USD",,78.4%,1635,"Corvallis, Oregon",1635,"29,576",3526,Oregon-State-University
University of North Carolina at Greensboro,55%,"$36,000 USD",17:1,82%,"$9,875 USD",,58.6%,1515,"Greensboro, North Carolina",1515,"19,393",3106,University-of-North-Carolina-at-Greensboro
Central Michigan University,59%,"$39,800 USD",20:1,94%,"$14,204 USD",,68.7%,1527,"Mount Pleasant, Michigan",1527,"26,825",2034,Central-Michigan-University
Pennsylvania State University-Penn State Beaver,45%,"$47,700 USD",16:1,92%,"$16,171 USD",,82.3%,1470,"Monaca, Pennsylvania",1470,705,3734,Pennsylvania-State-University-Penn-State-Beaver
Holy Family University,54%,"$48,500 USD",12:1,100%,"$15,016 USD",,73.9%,1370,"Philadelphia, Pennsylvania",1370,"2,711",3657,Holy-Family-University
Marymount University,58%,"$49,900 USD",12:1,95%,"$25,008 USD",,68.5%,1492,"Arlington, Virginia",1492,"3,363",4393,Marymount-University
Art Academy of Cincinnati,53%,"$31,500 USD",8:1,100%,"$21,635 USD",,23.0%,1380,"Cincinnati, Ohio",1380,207,3196,Art-Academy-of-Cincinnati
West Virginia University,57%,"$43,400 USD",20:1,90%,"$10,405 USD",,85.8%,1552,"Morgantown, West Virginia",1552,"28,776",4579,West-Virginia-University
Farmingdale State College,43%,"$46,600 USD",19:1,83%,"$8,346 USD",,44.0%,1492,"Farmingdale, New York",1492,"8,648",2957,Farmingdale-State-College
William Jessup University,56%,"$38,600 USD",11:1,100%,"$20,688 USD",,76.1%,1507,"Rocklin, California",1507,"1,161",573,William-Jessup-University
Edgewood College,57%,"$42,000 USD",10:1,100%,"$23,433 USD",,76.8%,1566,"Madison, Wisconsin",1566,"2,678",4595,Edgewood-College
University of St Thomas-Houston,51%,"$47,800 USD",9:1,94%,"$21,902 USD",,78.0%,1619,"Houston, Texas",1619,"3,359",4215,University-of-St-Thomas-Houston
Pennsylvania State University-Penn State Schuylkill,45%,"$47,700 USD",13:1,96%,"$15,176 USD",,73.0%,1377,"Schuylkill Haven, Pennsylvania",1377,783,3745,Pennsylvania-State-University-Penn-State-Schuylkill
University of Alabama at Birmingham,53%,"$39,700 USD",18:1,91%,"$15,772 USD",,60.4%,1753,"Birmingham, Alabama",1753,"18,333",3,University-of-Alabama-at-Birmingham
DePaul University,70%,"$50,300 USD",16:1,97%,"$30,676 USD",,72.0%,1732,"Chicago, Illinois",1732,"23,539",1168,DePaul-University
Hampton University,68%,"$41,200 USD",9:1,96%,"$23,404 USD",,69.0%,1365,"Hampton, Virginia",1365,"4,269",4378,Hampton-University
Wilson College,56%,"$32,800 USD",10:1,100%,"$20,172 USD",,45.2%,1390,"Chambersburg, Pennsylvania",1390,923,3844,Wilson-College
Greenville College,50%,"$36,200 USD",13:1,99%,"$19,788 USD",,56.3%,1435,"Greenville, Illinois",1435,"1,321",1184,Greenville-College
Saint Peter's University,53%,"$44,300 USD",13:1,100%,"$13,906 USD",,67.3%,1372,"Jersey City, New Jersey",1372,"3,406",2630,Saint-Peter-s-University
Winthrop University,56%,"$36,200 USD",14:1,99%,"$15,426 USD",,67.1%,1530,"Rock Hill, South Carolina",1530,"6,031",3930,Winthrop-University
CUNY John Jay College of Criminal Justice,43%,"$42,400 USD",17:1,86%,"$6,641 USD",,36.6%,1462,"New York, New York",1462,"14,732",2762,CUNY-John-Jay-College-of-Criminal-Justice
Slippery Rock University of Pennsylvania,63%,"$38,900 USD",22:1,91%,"$16,021 USD",,68.4%,1465,"Slippery Rock, Pennsylvania",1465,"8,611",3804,Slippery-Rock-University-of-Pennsylvania
Malone University,59%,"$39,200 USD",12:1,100%,"$19,972 USD",,68.8%,1536,"Canton, Ohio",1536,"1,722",3305,Malone-University
University of North Texas,50%,"$42,300 USD",25:1,78%,"$10,202 USD",,70.1%,1642,"Denton, Texas",1642,"37,299",4193,University-of-North-Texas
Minneapolis College of Art and Design,60%,"$33,900 USD",11:1,100%,"$26,021 USD",,66.0%,1570,"Minneapolis, Minnesota",1570,796,2184,Minneapolis-College-of-Art-and-Design
Pennsylvania State University-Penn State Worthington Scranton,48%,"$47,700 USD",14:1,90%,"$13,497 USD",,80.6%,1420,"Dunmore, Pennsylvania",1420,"1,034",3730,Pennsylvania-State-University-Penn-State-Worthington-Scranton
University of Pittsburgh-Bradford,54%,"$48,800 USD",17:1,95%,"$16,544 USD",,63.0%,1445,"Bradford, Pennsylvania",1445,"1,453",3765,University-of-Pittsburgh-Bradford
SUNY College of Technology at Alfred,49%,"$36,900 USD",18:1,97%,"$14,254 USD",,56.8%,1537,"Alfred, New York",1537,"3,699",2953,SUNY-College-of-Technology-at-Alfred
Centenary College,57%,"$41,100 USD",17:1,100%,"$20,042 USD",,86.8%,1380,"Hackettstown, New Jersey",1380,"2,284",2561,Centenary-College
Widener University-Main Campus,56%,"$52,900 USD",12:1,99%,"$27,236 USD",,68.0%,1537,"Chester, Pennsylvania",1537,"5,303",3841,Widener-University-Main-Campus
Texas State University,57%,"$43,400 USD",23:1,79%,"$12,728 USD",,70.8%,1510,"San Marcos, Texas",1510,"37,979",4235,Texas-State-University
East Carolina University,56%,"$39,000 USD",18:1,76%,"$13,300 USD",,69.0%,1550,"Greenville, North Carolina",1550,"28,289",3055,East-Carolina-University
Piedmont College,46%,"$39,700 USD",11:1,100%,"$16,935 USD",,57.0%,1477,"Demorest, Georgia",1477,"2,264",1058,Piedmont-College
College of the Atlantic,69%,"$26,400 USD",10:1,99%,"$22,768 USD",,75.5%,,"Bar Harbor, Maine",,348,1768,College-of-the-Atlantic
California State University-Fresno,49%,"$43,000 USD",25:1,83%,"$6,846 USD",,52.2%,1350,"Fresno, California",1350,"24,136",263,California-State-University-Fresno
Barton College,48%,"$36,000 USD",11:1,99%,"$21,302 USD",,41.8%,1425,"Wilson, North Carolina",1425,"1,047",3027,Barton-College
Pacific University,62%,"$41,200 USD",11:1,99%,"$29,263 USD",,79.0%,1635,"Forest Grove, Oregon",1635,"3,810",3529,Pacific-University
Platt College-North OKC,80%,"$21,500 USD",10:1,97%,"$17,235 USD",,,,"Oklahoma City, Oklahoma",,,6561,Platt-College-North-OKC
Baker University,52%,"$48,800 USD",12:1,100%,"$20,294 USD",,81.6%,1500,"Baldwin City, Kansas",1500,"2,689",1511,Baker-University
Johnson University,54%,"$28,900 USD",14:1,91%,"$15,458 USD",,57.8%,1560,"Knoxville, Tennessee",1560,"1,171",3998,Johnson-University
University of Missouri-Kansas City,51%,"$43,700 USD",14:1,91%,"$14,197 USD",,62.7%,1815,"Kansas City, Missouri",1815,"16,685",2365,University-of-Missouri-Kansas-City
Lynchburg College,56%,"$41,400 USD",11:1,100%,"$21,997 USD",,69.4%,1500,"Lynchburg, Virginia",1500,"2,794",4389,Lynchburg-College
Wheeling Jesuit University,54%,"$43,400 USD",11:1,98%,"$18,744 USD",,60.7%,1480,"Wheeling, West Virginia",1480,"1,385",4580,Wheeling-Jesuit-University
Carson-Newman University,50%,"$36,300 USD",13:1,100%,"$16,662 USD",,58.8%,1485,"Jefferson City, Tennessee",1485,"2,528",3970,Carson-Newman-University
Massachusetts College of Liberal Arts,57%,"$34,800 USD",12:1,95%,"$14,337 USD",,73.4%,1515,"North Adams, Massachusetts",1515,"1,641",1978,Massachusetts-College-of-Liberal-Arts
University of Hartford,61%,"$46,100 USD",9:1,99%,"$30,328 USD",,63.5%,1575,"West Hartford, Connecticut",1575,"6,912",747,University-of-Hartford
Newman University,50%,"$42,300 USD",14:1,99%,"$14,407 USD",,56.3%,1535,"Wichita, Kansas",1535,"3,595",1550,Newman-University
Judson University,50%,"$39,800 USD",10:1,87%,"$19,937 USD",,70.6%,1597,"Elgin, Illinois",1597,"1,274",1211,Judson-University
Ave Maria University,58%,,15:1,100%,"$18,800 USD",,42.8%,1635,"Ave Maria, Florida",1635,"1,110",6631,Ave-Maria-University
Carroll University,58%,"$41,300 USD",16:1,100%,"$23,744 USD",,94.0%,1402,"Waukesha, Wisconsin",1402,"3,508",4592,Carroll-University
Gardner-Webb University,55%,"$36,000 USD",13:1,100%,"$20,417 USD",,52.7%,1435,"Boiling Springs, North Carolina",1435,"4,329",3063,Gardner-Webb-University
Iona College,63%,"$51,800 USD",15:1,98%,"$27,727 USD",,91.2%,1492,"New Rochelle, New York",1492,"3,977",2807,Iona-College
Norwich University,57%,"$46,800 USD",12:1,100%,"$26,733 USD",,57.0%,1540,"Northfield, Vermont",1540,"3,870",4337,Norwich-University
San Jose State University,48%,"$53,700 USD",27:1,76%,"$13,642 USD",,55.2%,1575,"San Jose, California",1575,"32,773",576,San-Jose-State-University
California State University-Chico,56%,"$44,400 USD",25:1,76%,"$13,583 USD",,63.4%,1500,"Chico, California",1500,"17,220",261,California-State-University-Chico
Simpson University,47%,"$33,600 USD",9:1,100%,"$20,110 USD",,51.5%,1486,"Redding, California",1486,"1,162",596,Simpson-University
Blackburn College,45%,"$37,100 USD",13:1,100%,"$14,593 USD",,55.5%,1357,"Carlinville, Illinois",1357,585,1132,Blackburn-College
North Greenville University,55%,"$29,600 USD",14:1,99%,"$15,422 USD",,58.0%,1660,"Tigerville, South Carolina",1660,"2,689",3907,North-Greenville-University
Cleveland Institute of Art,60%,"$33,800 USD",9:1,97%,"$33,037 USD",,64.9%,1605,"Cleveland, Ohio",1605,606,3238,Cleveland-Institute-of-Art
Marian University-Indianapolis,52%,"$42,300 USD",13:1,98%,"$19,992 USD",,56.1%,1485,"Indianapolis, Indiana",1485,"2,897",1393,Marian-University-Indianapolis
Keene State College,63%,"$39,500 USD",15:1,93%,"$19,608 USD",,78.8%,1480,"Keene, New Hampshire",1480,"4,383",2531,Keene-State-College
Sarah Lawrence College,69%,"$37,000 USD",9:1,75%,"$37,422 USD",,53.4%,1890,"Bronxville, New York",1890,"1,643",2929,Sarah-Lawrence-College
University of Louisville,53%,"$38,500 USD",13:1,97%,"$15,981 USD",,71.7%,1650,"Louisville, Kentucky",1650,"21,294",1626,University-of-Louisville
Wilkes University,58%,"$49,900 USD",15:1,96%,"$23,372 USD",,81.7%,1548,"Wilkes-Barre, Pennsylvania",1548,"5,053",3842,Wilkes-University
Longwood University,63%,"$39,600 USD",16:1,68%,"$17,020 USD",,78.9%,1485,"Farmville, Virginia",1485,"5,087",4386,Longwood-University
University of Wyoming,54%,"$46,100 USD",14:1,94%,"$12,148 USD",,95.7%,1653,"Laramie, Wyoming",1653,"12,648",4665,University-of-Wyoming
Worcester State University,49%,"$44,800 USD",17:1,90%,"$14,275 USD",,68.6%,1507,"Worcester, Massachusetts",1507,"6,306",2016,Worcester-State-University
University of Hawaii at Manoa,57%,"$43,000 USD",13:1,70%,"$12,721 USD",,81.4%,1595,"Honolulu, Hawaii",1595,"18,865",1086,University-of-Hawaii-at-Manoa
Laguna College of Art and Design,63%,"$38,800 USD",12:1,100%,"$34,285 USD",,37.3%,,"Laguna Beach, California",,607,417,Laguna-College-of-Art-and-Design
St John's University-New York,55%,"$52,700 USD",17:1,98%,"$27,390 USD",,64.9%,1605,"Queens, New York",1605,"20,877",2947,St-John-s-University-New-York
Daemen College,49%,"$38,300 USD",13:1,100%,"$17,551 USD",,50.7%,1495,"Amherst, New York",1495,"2,767",2774,Daemen-College
University of New Hampshire at Manchester,67%,"$47,600 USD",13:1,86%,"$15,951 USD",,73.2%,1505,"Manchester, New Hampshire",1505,809,2532,University-of-New-Hampshire-at-Manchester
Hofstra University,62%,"$53,100 USD",13:1,96%,"$30,459 USD",,61.1%,1710,"Hempstead, New York",1710,"10,814",2800,Hofstra-University
Ohio Wesleyan University,63%,"$42,700 USD",10:1,100%,"$29,627 USD",,74.8%,1670,"Delaware, Ohio",1670,"1,671",3362,Ohio-Wesleyan-University
Wittenberg University,63%,"$41,400 USD",13:1,100%,"$24,559 USD",,76.9%,1710,"Springfield, Ohio",1710,"1,876",3418,Wittenberg-University
Keiser University-Ft Lauderdale,68%,"$29,700 USD",12:1,98%,"$27,190 USD",,,,"Fort Lauderdale, Florida",,,879,Keiser-University-Ft-Lauderdale
La Sierra University,59%,"$40,900 USD",14:1,99%,"$23,819 USD",,44.6%,1400,"Riverside, California",1400,"2,476",426,La-Sierra-University
Tennessee Wesleyan College,44%,"$36,200 USD",12:1,100%,"$10,754 USD",,64.8%,1395,"Athens, Tennessee",1395,"1,027",4049,Tennessee-Wesleyan-College
Georgia State University,53%,"$40,800 USD",21:1,94%,"$14,134 USD",,56.7%,1580,"Atlanta, Georgia",1580,"32,058",1027,Georgia-State-University
